x,y,labels,antivax
15.165968,5.511679,3,0
5.9126453,4.1873345,4,0
17.070755,9.11314,3,0
4.629289,4.852617,4,0
5.134747,0.10795813,4,0
6.508254,1.9496107,4,1
4.7792835,5.056964,4,0
15.1628275,5.0040407,3,0
6.027449,12.527839,4,0
4.9904184,1.8264588,4,0
17.512478,9.884203,3,0
6.025522,2.7613325,4,0
5.096467,0.9729759,4,0
6.772168,12.764106,4,1
5.9558454,12.440458,4,0
3.3002806,1.8061631,4,0
18.167963,9.934207,3,0
17.773935,9.789934,3,0
16.455069,9.1845255,3,0
16.167898,6.460164,3,0
16.211,9.0728245,3,0
6.798136,12.442891,4,0
2.9492693,5.0299177,4,0
18.081339,9.004687,3,0
15.746862,5.944548,3,0
17.245043,8.323111,3,1
18.41572,9.094666,3,0
17.101831,9.567687,3,0
15.961492,11.935766,3,0
5.7242303,5.4990273,4,1
16.190819,7.682896,3,1
17.540281,8.002887,3,0
3.007091,4.1706295,4,1
18.13706,8.780423,3,0
17.743656,9.024221,3,0
2.8791482,4.8056154,4,0
15.332666,9.568587,3,0
2.8334906,4.2292337,4,0
3.9638224,1.6224506,4,0
4.9404087,2.8868911,4,0
4.4463673,4.8581743,4,0
2.7051651,2.1067777,4,1
17.80491,8.22381,3,0
4.322714,4.5086937,4,0
5.072034,3.2660627,4,0
3.4540462,2.149287,4,0
17.679644,8.585576,3,0
17.525146,9.900695,3,0
5.7635984,5.2931795,4,1
17.749537,10.543196,3,1
14.700753,4.5465474,3,1
16.333988,7.724183,3,0
6.873848,1.2957546,4,0
16.542988,10.781535,3,0
5.235019,4.7356567,4,0
16.256111,9.127243,3,1
5.372045,0.5225304,4,1
18.26821,10.648606,3,1
2.9698844,1.6648769,4,1
5.841371,12.391004,4,0
16.300476,6.315977,3,0
17.326311,9.890713,3,0
3.7599423,4.023164,4,0
3.0583997,1.7561318,4,1
6.3144207,3.612326,4,0
6.5362287,12.2761345,4,0
7.362423,3.2794912,4,0
3.4644449,5.273908,4,0
18.209126,10.39193,3,0
17.88518,7.298414,3,0
4.965196,4.37071,4,0
15.87328,6.815263,3,0
16.515326,6.76995,3,0
5.829687,1.5376786,4,0
7.1068153,12.463323,4,1
16.992443,9.883892,3,0
14.873145,4.699681,3,0
5.678088,2.8741574,4,0
4.540166,2.1209822,4,1
6.2769265,11.824496,4,0
16.22239,6.227121,3,0
6.1823616,3.9509435,4,0
5.516387,1.6862296,4,0
5.208689,2.9044836,4,0
5.7772174,3.5806093,4,0
4.8225822,0.41385084,4,0
17.066408,9.717553,3,0
5.7383323,11.920254,4,0
5.485733,4.1285167,4,1
5.0935616,1.3825573,4,1
7.22042,11.904693,4,1
5.598101,4.492873,4,1
6.0290146,12.499012,4,1
6.798058,3.9718366,4,0
4.0106473,3.773234,4,0
4.8780994,5.479196,4,0
2.9990783,4.7957945,4,1
17.463629,8.047227,3,0
5.2560773,1.0570195,4,0
4.047831,2.21479,4,1
16.720625,7.116804,3,1
16.792686,6.8161206,3,0
15.2493725,5.15718,3,0
6.360189,12.527282,4,0
6.0918775,4.732277,4,0
17.039171,10.094053,3,1
17.956478,9.236709,3,0
18.054388,10.38101,3,0
6.7029867,12.599671,4,1
6.20821,1.0923538,4,1
17.61727,9.964872,3,1
6.4779105,12.60014,4,1
4.183061,2.8023446,4,1
4.4455595,4.118239,4,0
7.1547103,11.757069,4,1
5.127545,4.6999354,4,1
4.2283416,2.8092573,4,0
4.6105747,2.2087831,4,1
2.8128774,1.9545308,4,0
5.701092,1.0496738,4,1
4.3910203,4.1968904,4,0
16.850164,8.785515,3,0
7.0639915,1.7169893,4,0
4.00506,0.8812087,4,0
16.036339,10.798729,3,0
4.614134,4.271573,4,0
3.2543874,1.5859933,4,1
17.666306,9.522036,3,0
7.6631737,11.965662,4,0
4.9427977,3.964999,4,0
6.010939,4.502834,4,1
17.115728,8.440615,3,0
15.934457,6.779335,3,0
6.040096,5.3240523,4,1
3.0265083,2.3529747,4,0
17.730211,9.944093,3,0
17.72389,10.556302,3,1
6.968235,3.203346,4,0
3.339151,2.2707627,4,0
7.370397,1.7621455,4,1
16.565023,8.170495,3,1
6.2242317,12.377895,4,0
5.6663795,1.9596028,4,0
5.1517334,5.3341174,4,1
17.957354,10.599033,3,0
18.269962,10.030253,3,0
3.9134028,0.9830987,4,0
6.013742,11.625981,4,0
17.687422,10.956647,3,0
4.21276,4.397427,4,0
5.343468,-0.015675372,4,0
5.1091514,3.1442285,4,1
4.6245914,4.085326,4,1
15.878646,7.654148,3,1
4.4905477,4.029057,4,1
17.383955,-6.213844,1,1
6.39434,11.953754,4,0
3.0748234,5.0655746,4,0
5.4731855,4.7758365,4,0
17.75813,10.028372,3,0
7.5655937,11.976068,4,0
16.665306,6.9512577,3,0
17.590172,9.944077,3,0
17.491024,10.873066,3,1
2.8901126,1.6724197,4,0
9.537593,18.345848,-1,0
16.988678,10.084144,3,0
3.9382973,2.350682,4,0
6.4899445,12.866267,4,0
6.782327,3.5352306,4,0
3.0921826,2.238767,4,0
3.6542819,1.0850983,4,0
6.3169465,11.804653,4,0
16.509794,7.286794,3,0
2.8348825,4.8641996,4,0
4.2861133,3.1137066,4,0
6.047718,3.6328611,4,0
3.0267832,4.7690587,4,1
17.606817,11.054943,3,0
2.965563,2.0799654,4,1
2.7672994,4.9483705,4,0
2.844853,4.178484,4,0
3.0947478,2.1016514,4,0
3.8727026,0.9805841,4,0
4.7622914,1.0282543,4,1
16.211084,6.2844024,3,0
3.0380666,1.6032563,4,0
16.433186,10.756424,3,1
7.0646243,2.7298868,4,0
2.7117682,4.591582,4,0
5.3584366,2.3361619,4,0
4.188737,4.4718847,4,0
5.6016364,2.6329727,4,0
3.062373,5.4053926,4,0
16.901705,7.8216147,3,0
4.190416,4.3478727,4,0
7.046471,1.8772106,4,0
6.5099654,4.344694,4,1
18.255156,8.67631,3,0
17.355543,8.147077,3,0
4.1871023,4.2714915,4,0
3.957461,2.1741383,4,0
4.1994157,4.2003355,4,0
4.299198,4.4689207,4,1
15.909915,8.6372595,3,0
17.514425,10.659846,3,0
3.8674104,2.8885798,4,1
17.437473,10.537686,3,1
17.882008,10.348679,3,0
6.2673187,4.5757756,4,1
5.084058,0.7808302,4,1
4.2771735,0.63417363,4,1
5.2038045,3.3522217,4,0
4.129321,2.5496585,4,0
3.0642707,4.192176,4,0
4.315222,4.1543694,4,0
17.435589,10.383022,3,0
7.4399853,1.8430648,4,0
16.52904,7.4639635,3,1
6.633027,12.587249,4,0
17.027988,6.7613907,3,0
6.898086,4.14152,4,1
5.0123463,2.746531,4,0
5.496988,4.857229,4,1
18.079056,10.172157,3,0
7.0380535,11.702483,4,1
4.431511,2.672648,4,0
17.197626,8.156239,3,0
16.375935,8.458286,3,1
4.3020315,2.2580152,4,0
4.1472316,2.7259207,4,0
17.411102,10.642973,3,0
17.31017,9.941435,3,0
17.320513,8.093514,3,0
4.1793313,2.3727727,4,0
2.9221258,1.8414149,4,0
4.822263,2.3990319,4,1
16.518541,7.6428695,3,0
6.3175573,12.544438,4,0
4.145197,3.9682713,4,0
17.448214,10.645987,3,0
5.9630156,12.825971,4,0
4.88082,5.1530395,4,0
6.3144746,3.5742407,4,0
5.4096346,2.1379483,4,0
3.417635,3.549322,4,0
5.9609537,2.4784286,4,0
16.239212,6.176408,3,1
6.1731744,3.6254373,4,0
4.9068985,6.336748,4,0
5.1750517,0.101140544,4,1
6.700018,12.851057,4,0
4.7628813,0.31865898,4,0
5.1757817,2.3154285,4,0
5.469046,1.0977191,4,0
16.264675,9.126083,3,0
17.316156,9.437268,3,0
6.265269,3.3495367,4,0
5.1796737,3.170338,4,0
4.109879,1.143805,4,0
16.85696,8.078071,3,1
2.7936964,4.9182324,4,0
2.8232055,1.9503839,4,1
16.690718,9.622581,3,0
2.9811544,1.9101597,4,0
2.7692044,4.2671814,4,0
17.355581,9.11268,3,0
6.6735816,12.867037,4,1
9.537425,18.346083,-1,1
4.874473,2.287077,4,0
8.086283,2.6647785,4,1
18.41279,9.30822,3,0
2.7531483,4.174132,4,0
15.688935,6.3912363,3,1
4.546289,2.2993104,4,1
14.755286,4.6273155,4,0
5.200255,5.6337357,4,0
16.973707,7.079314,3,0
7.4972553,11.9629755,4,0
17.42317,10.602273,3,0
6.2395205,2.3550818,4,0
17.554949,10.0385065,3,0
5.1805778,4.9969454,4,0
5.3623114,3.6766067,4,1
3.147465,5.349216,4,0
16.69575,6.714374,3,1
6.776797,1.7920464,4,0
4.841586,2.33639,4,0
15.943608,6.253456,3,1
2.7512827,4.3671765,4,0
5.533067,5.921091,4,0
4.9574594,0.44999906,4,0
6.4052124,2.1242645,4,0
18.182688,8.833109,3,0
17.032904,8.015808,3,0
5.875515,5.61721,4,0
5.1372905,5.893149,4,0
16.86831,10.380691,3,1
3.3077068,1.9611006,4,0
17.466608,10.467451,3,0
2.833121,4.8950562,4,1
17.221903,7.9580073,3,0
18.34198,-4.973318,0,0
2.7250848,4.9250603,4,0
16.880978,7.567297,3,0
17.292763,9.343658,3,0
16.842766,8.817299,3,0
4.3249364,4.413446,4,0
5.943978,11.515838,4,0
5.201236,0.1180902,4,0
4.056359,2.5886722,4,0
15.323702,5.9050593,3,0
17.58024,10.538782,3,0
6.077937,11.6001625,4,0
17.557045,10.188587,3,1
3.4531348,5.2144303,4,0
4.3402877,4.0019035,4,0
6.284561,2.008144,4,0
7.170416,3.6151965,4,0
5.73969,2.311416,4,0
17.063602,6.8141704,3,0
5.327722,11.926708,4,0
5.3182054,5.3754554,4,0
17.900278,9.495822,3,0
2.9028687,3.9559624,4,0
16.208033,9.305878,3,0
16.236853,10.034949,3,0
4.001951,2.4530532,4,0
16.112633,10.766593,3,0
2.7999074,5.3863754,4,0
5.987111,4.785495,4,0
5.459853,5.1208,4,0
3.7941656,3.8690944,4,0
4.3597946,4.850472,4,0
4.30832,0.73038113,4,0
6.140179,12.159441,4,0
3.9908724,2.3519092,4,0
5.8158274,4.214892,4,0
4.260411,2.871243,4,0
3.9829404,4.7914634,4,0
3.0280292,5.3810697,4,0
18.067738,9.817496,3,0
4.684446,4.90603,4,0
15.596164,5.9447174,3,0
5.978462,12.406537,4,0
4.723981,2.5939035,4,0
5.6605883,3.7655451,4,0
2.8947823,2.072972,4,0
17.366472,9.713985,3,0
3.3653562,1.9876119,4,0
15.278126,5.519263,3,0
4.2030635,3.942311,4,1
4.022741,2.8380425,4,0
16.678982,5.8505087,3,0
3.41379,1.2638677,4,0
4.9451647,3.0918572,4,0
17.855257,9.500956,3,0
16.303291,7.686002,3,0
3.565969,1.2536054,4,0
6.0195785,11.720449,4,0
2.77705,1.7957696,4,0
5.9476585,3.589605,4,0
4.0706263,3.9268115,4,1
16.497316,7.475615,3,0
5.265308,5.2911177,4,0
6.551236,12.505324,4,0
6.943407,3.237346,4,0
17.250938,10.14158,3,0
5.071823,2.123179,4,1
5.930278,3.6336873,4,0
5.083603,0.71268994,4,0
14.563714,4.4616766,4,1
5.0042486,0.2822408,4,0
6.1920295,12.817369,4,0
15.240084,5.1384296,3,0
16.926403,9.340756,3,0
18.21125,8.799813,3,0
5.1951632,2.6860392,4,0
15.943683,5.831141,3,0
6.6878195,12.611742,4,1
3.8775606,1.521643,4,0
16.298273,6.9247055,3,0
17.850267,7.9224296,3,0
17.634083,11.685435,3,0
1.2250682,-5.7204576,-1,1
17.555714,10.744825,3,1
5.475679,3.8746295,4,0
5.2933292,5.7684016,4,0
17.526104,11.0953045,3,1
3.5628228,2.0140765,4,0
17.840557,9.032317,3,1
6.1238704,4.6305256,4,1
6.138272,3.7724571,4,0
15.594062,5.413824,3,1
7.662045,11.991369,4,0
4.489197,0.84928524,4,1
5.971064,4.4698386,4,1
3.7128706,1.74981,4,1
17.334312,10.454069,3,0
4.728432,5.106259,4,0
16.810745,7.012088,3,1
5.02693,5.4451747,4,0
3.273081,2.14782,4,0
5.699424,11.694281,4,0
6.3885865,11.960253,4,0
4.201365,2.3764215,4,0
5.6848583,2.1562667,4,1
5.1714206,4.6696944,4,0
4.8710537,1.1475115,4,0
6.333697,12.9031725,4,0
16.982208,8.98883,3,0
4.425596,3.7537115,4,0
6.608396,12.826777,4,1
6.005503,11.819907,4,1
3.4247491,2.1905177,4,0
18.341825,-4.9735513,0,0
16.680382,5.844146,3,1
4.489712,2.1886604,4,0
17.005236,7.8999233,3,0
5.650402,11.862208,4,0
16.382915,9.836471,3,0
15.174483,4.981508,3,0
4.7535315,2.2247207,4,0
6.2601223,12.278376,4,1
4.935607,2.3109608,4,1
4.192006,2.7279766,4,0
17.50815,10.4311695,3,0
17.211203,8.978322,3,0
17.441057,10.532354,3,0
4.6950326,3.6566014,4,1
5.0518255,3.534312,4,1
15.748919,5.729516,3,0
4.3378177,3.1521602,4,0
5.1505733,1.2199111,4,0
4.175027,1.3222867,4,0
3.8822098,3.6649601,4,1
2.7680562,4.2566414,4,0
6.068407,12.921515,4,1
5.028807,0.6226795,4,0
6.8179183,4.2261806,4,0
3.6128645,1.5394653,4,0
8.096484,2.6911027,4,0
16.665257,6.268174,3,0
17.622461,11.166485,3,0
17.750744,7.9085608,3,0
7.301696,11.937431,4,1
2.660677,4.620344,4,0
3.7947116,1.9607686,4,0
5.4557734,3.746892,4,0
6.626241,12.476339,4,0
16.247698,6.5482736,3,0
3.8405447,2.8773766,4,0
15.445061,5.2034864,3,1
6.0396066,12.9688425,4,0
5.0532146,0.23584104,4,0
17.59932,11.019546,3,0
3.6319637,1.6574621,4,0
2.797024,5.2636585,4,0
16.010063,9.609642,3,0
5.9100647,4.9433064,4,0
17.730953,9.027242,3,0
16.714882,8.154209,3,0
3.345087,5.4038377,4,0
6.6480317,12.452846,4,0
5.1950636,0.3580036,4,1
4.707422,4.500842,4,0
18.133707,8.981451,3,0
5.259297,0.5907335,4,0
16.34839,8.449404,3,0
2.8910818,5.284287,4,0
7.408177,3.127519,4,0
3.4216778,1.4812278,4,0
2.6435232,4.967106,4,1
2.8926618,2.3317633,4,0
5.345466,5.54915,4,0
7.1493073,3.6811028,4,1
16.533817,10.837579,3,0
5.085515,4.5681815,4,0
5.766403,4.0251317,4,0
18.295631,7.7044005,3,0
3.7967887,3.3356187,4,0
4.2671223,4.362508,4,0
16.77318,9.424339,3,0
14.99353,4.8180385,3,0
5.2576957,5.9322,4,0
5.528929,5.7742944,4,0
5.261792,4.905569,4,1
4.493234,0.4484895,4,0
5.113697,3.4085333,4,0
17.115005,9.993549,3,0
3.9542644,3.3920748,4,0
5.649427,0.97889686,4,0
8.112198,2.6878166,4,0
4.386405,2.5126102,4,0
5.962865,5.543808,4,0
6.7112985,12.707583,4,0
18.051058,9.756117,3,0
5.12952,5.6931033,4,0
15.819106,5.961481,3,0
5.43454,0.90411097,4,1
5.6016216,3.5914247,4,0
17.754473,9.679414,3,0
7.4722934,3.041948,4,1
5.9440217,3.2750247,4,0
17.984102,10.3176565,3,1
5.0690017,3.2214637,4,0
5.7148767,1.000496,4,0
6.1503296,3.5818412,4,0
17.385422,9.488818,3,0
15.02128,4.8469996,3,0
6.575615,4.454971,4,0
4.2472744,4.9579287,4,0
4.6366987,2.9874492,4,0
17.070066,8.805345,3,1
3.0268614,4.7330256,4,1
3.9169972,5.2821054,4,0
17.687956,10.3902,3,0
4.223238,2.3948011,4,0
16.307722,8.950426,3,0
5.1780114,5.854393,4,1
7.3744497,1.888601,4,1
17.419851,9.3253145,3,0
3.0451996,5.36227,4,1
15.928334,5.7703815,3,1
5.950554,11.399661,4,0
6.2041316,3.598103,4,0
3.0352776,1.5480287,4,1
6.974873,3.9283593,4,1
16.532263,11.003043,3,1
6.2859716,2.4505162,4,0
6.2256503,4.8972864,4,0
5.296691,5.8047204,4,0
18.049927,10.303465,3,0
3.0099018,1.4432261,4,1
6.916631,4.0375805,4,0
6.2647758,12.495314,4,1
3.66491,2.4958854,4,1
5.990306,12.945662,4,0
15.364018,5.315909,3,0
16.774788,10.580041,3,1
15.988554,6.1913247,3,1
5.8763967,3.5946546,4,0
5.540789,0.88326204,4,1
17.319792,10.662948,3,0
5.963473,0.90035826,4,0
-1.2745956,5.378226,3,0
4.430627,4.822608,4,1
3.6286118,4.6433907,4,0
4.8159504,1.1324054,4,1
5.5026736,0.84602183,4,1
17.228104,10.236101,3,0
17.705227,9.3217325,3,0
16.67479,7.7429056,3,0
5.533067,3.3630962,4,1
5.444563,-0.114306375,4,0
18.113386,9.413825,3,1
6.1757393,3.5704863,4,0
17.08943,10.537935,3,0
18.074877,8.8898735,3,0
2.8911529,5.2235394,4,0
4.7961345,0.67502904,4,0
18.297636,8.781608,3,1
4.1582327,1.4250776,4,0
17.07252,7.555064,3,0
4.8680353,5.307945,4,0
3.2605283,4.5103254,4,0
16.393229,7.3739495,3,0
17.194357,9.813864,3,0
5.8077993,2.0999825,4,0
2.8933063,4.167772,4,0
5.525102,0.596276,4,0
7.4259524,2.037954,4,0
18.359993,9.272447,3,1
4.807939,0.65006894,4,1
6.413713,12.889326,4,1
6.724155,12.823912,4,0
17.981676,9.959639,3,0
4.328706,4.773557,4,0
16.289156,6.739796,3,0
5.5053368,0.8059394,4,0
4.2118626,1.0154817,4,0
4.7126756,4.5196967,4,0
3.9351864,2.1579585,4,0
17.53723,9.86974,3,0
3.0770624,1.5644801,4,0
4.2918644,1.5784736,4,0
4.284252,3.647886,4,0
5.862011,11.398964,4,0
2.9013731,4.7691565,4,0
4.4519196,1.3838708,4,1
6.0080833,2.7145913,4,0
5.8074136,2.9686868,4,0
7.2316117,1.4816576,4,0
6.0950885,1.1110045,4,0
7.01537,1.9491413,4,0
2.7869763,4.1817536,4,0
4.1248093,2.5274282,4,0
15.242995,5.3912563,3,0
17.76004,10.199457,3,1
6.3926997,1.8871632,4,0
4.148045,1.9912214,4,0
5.890857,3.604001,4,0
18.10555,8.999245,3,0
3.7931712,0.9586226,4,1
5.197386,0.3722968,4,1
6.043466,1.2354673,4,0
6.091975,3.606139,4,0
17.161245,8.587965,3,1
3.1094685,4.668824,4,0
17.24568,9.284334,3,0
14.861552,4.684954,3,0
6.644318,1.276262,4,0
6.9322214,3.7642763,4,0
3.3200805,1.9603825,4,0
4.447497,5.42753,4,0
4.9913063,3.663129,4,0
15.581499,5.3658876,3,0
6.8082743,4.208809,4,0
5.8511643,11.405116,4,0
18.176428,8.655334,3,0
7.134114,12.440689,4,0
2.5753906,5.1742344,4,0
7.003005,12.633629,4,0
17.311365,10.641846,3,0
2.84779,5.2417874,4,0
7.2312074,1.6115257,4,1
18.127695,9.661845,3,0
15.400108,5.4266086,3,0
17.921082,10.246527,3,0
4.849291,5.1629424,4,1
5.926039,4.9627767,4,0
2.982601,1.8501981,4,1
4.665604,5.014168,4,0
7.6115108,11.958281,4,0
5.0265107,3.250268,4,0
3.7595336,2.3290374,4,1
16.228966,6.0678234,3,0
4.7638063,5.251395,4,0
17.838823,9.8197,3,0
5.7220306,0.9957075,4,1
3.9618137,2.6926832,4,0
5.2282333,2.5817118,4,0
6.3740077,1.1524643,4,0
16.515808,11.023584,3,0
3.4561684,5.350949,4,1
6.4513454,12.886199,4,0
14.837764,4.668441,3,0
4.7811975,5.3082595,4,0
15.554108,-3.2176008,-1,1
4.6918707,5.1068754,4,0
3.2159636,5.133702,4,1
7.0725083,12.561474,4,1
4.529786,2.5190208,4,0
6.286246,12.698194,4,1
6.1716514,3.5253878,4,1
4.833993,3.0312004,4,1
6.5596557,4.3119025,4,1
5.18407,5.8892183,4,1
2.7717924,4.5104594,4,0
16.761213,6.797039,3,0
3.9871004,3.642909,4,0
15.930445,10.862477,3,0
15.367343,9.572667,3,0
16.401525,8.604409,3,1
5.977015,12.910289,4,1
15.992386,6.1925964,3,1
6.2367625,12.417271,4,1
7.2941213,1.6449684,4,0
4.059281,2.1431673,4,0
5.0410295,2.2854376,4,1
6.064699,11.569068,4,0
18.213833,8.963934,3,1
17.903921,10.415036,3,0
4.9267163,3.4114432,4,1
4.3721547,2.4247673,4,0
7.651177,12.024077,4,0
5.339358,3.851547,4,0
2.9887588,1.79865,4,0
5.365327,2.264766,4,0
3.3692381,2.713354,4,1
3.3392174,2.802647,4,1
5.525664,0.7676268,4,0
16.241304,10.055082,3,0
4.487206,4.8452253,4,0
6.740736,12.46064,4,1
6.454943,4.4477186,4,1
4.7294645,0.83045334,4,1
16.140657,6.2325683,3,1
5.2749934,5.660958,4,0
4.1620154,4.306978,4,0
7.586919,11.947916,4,1
